cn-north-1-BeiJing,,cdm.cn-north-1.myhuaweicloud.com
cn-north-2-BeiJing,,cdm.cn-north-2.myhuaweicloud.com
cn-north-4-BeiJing,,cdm.cn-north-4.myhuaweicloud.com
cn-north-9-ULanChaBu,,cdm.cn-north-9.myhuaweicloud.com
cn-east-3-ShangHai,,cdm.cn-east-3.myhuaweicloud.com
cn-east-2-ShangHai,,cdm.cn-east-2.myhuaweicloud.com
cn-south-1-GuangZhou,,cdm.cn-south-1.myhuaweicloud.com
cn-southwest-2-GuiYang,,cdm.cn-southwest-2.myhuaweicloud.com
